User_ID,Timestamp,Alpha_Waves,Beta_Waves,Gamma_Waves,Delta_Waves,Theta_Waves
548859c2,2025-03-24 19:27:51,64.42,58.64,28.09,27.83,38.72
a9f8d8c9,2025-03-24 19:03:54,45.43,37.74,13.86,11.07,21.5
ece85c9e,2025-03-24 19:32:04,56.92,24.58,11.02,30.31,47.1
7363f94b,2025-03-24 19:01:35,42.67,20.6,43.48,25.32,22.12
7363f94b,2025-03-24 19:25:08,46.43,22.69,52.24,31.22,31.75
d4b4ed07,2025-03-24 19:27:10,56.64,47.55,51.93,33.65,42.91
d4b4ed07,2025-03-24 19:24:05,45.32,43.93,19.14,39.05,35.24
430376af,2025-03-24 19:18:30,66.7,46.08,58.12,28.46,25.11
4bc62d73,2025-03-24 19:14:48,57.59,40.54,40.82,5.72,41.7
f9f37797,2025-03-24 19:18:23,41.37,21.48,28.23,13.17,24.28
866b55d3,2025-03-24 18:51:30,52.9,59.17,22.24,11.66,45.64
d776f047,2025-03-24 19:35:06,76.73,30.76,46.81,22.82,43.01
f32ab4df,2025-03-24 19:13:08,48.83,25.43,24.39,44.62,31.31
f9f37797,2025-03-24 19:24:49,70.84,60.36,51.52,21.82,44.79
cc07c778,2025-03-24 19:35:09,37.61,28.5,18.98,41.27,17.91
5ccb9454,2025-03-24 19:18:56,52.28,68.92,26.36,11.16,36.6
bb27d3f9,2025-03-24 19:29:15,30.23,24.72,43.42,14.43,50.11
f9f37797,2025-03-24 19:05:27,63.24,68.54,29.1,21.41,19.72
96ddd082,2025-03-24 19:24:47,68.82,36.4,11.95,40.98,48.72
812ad33f,2025-03-24 19:28:17,79.32,58.56,10.29,37.8,35.38
f12ce47f,2025-03-24 19:25:32,52.72,41.73,31.0,33.69,42.01
b9134cc9,2025-03-24 18:48:43,38.16,30.59,59.38,38.58,52.51
50b896fd,2025-03-24 18:57:40,34.87,63.34,46.49,11.34,17.35
b9134cc9,2025-03-24 18:46:21,45.52,56.78,23.21,28.3,27.78
461dbbc4,2025-03-24 18:54:04,53.99,68.39,30.32,17.61,31.3
c5e7ceaa,2025-03-24 18:58:49,53.88,66.5,26.15,8.61,51.01
a9cf3871,2025-03-24 19:16:20,79.23,36.98,25.15,20.3,20.53
50b896fd,2025-03-24 19:30:39,39.89,65.86,10.29,38.83,15.5
777c05cb,2025-03-24 19:15:33,69.51,24.84,40.63,22.71,52.94
dd03f568,2025-03-24 19:17:03,59.85,66.33,54.45,34.97,50.68
777c05cb,2025-03-24 19:22:41,44.29,47.26,57.61,16.13,21.98
ec8c1b9f,2025-03-24 18:54:57,63.55,57.43,13.69,19.58,21.14
7363f94b,2025-03-24 19:05:03,42.55,47.68,43.25,22.03,46.16
5ccb9454,2025-03-24 18:47:40,50.94,60.52,50.94,10.16,20.73
dd03f568,2025-03-24 19:17:34,74.11,23.55,20.69,37.74,49.18
d4d69118,2025-03-24 19:20:56,63.5,59.87,18.16,13.65,26.09
7b1fd6a4,2025-03-24 19:20:10,57.91,49.18,44.95,21.27,35.37
cc07c778,2025-03-24 19:30:40,35.04,66.03,23.51,25.57,41.24
97164053,2025-03-24 19:13:26,44.89,27.43,51.69,15.12,24.79
d4b4ed07,2025-03-24 19:30:45,72.45,30.24,19.48,47.78,40.11
4a1dc918,2025-03-24 18:56:46,73.73,45.81,57.34,18.61,53.03
d4d69118,2025-03-24 19:13:30,76.38,37.13,54.46,40.18,21.7
9a5e7a25,2025-03-24 19:32:59,69.0,27.97,14.4,27.92,28.76
461dbbc4,2025-03-24 19:29:43,75.29,23.38,38.79,49.53,30.44
58265ae3,2025-03-24 19:04:19,50.31,48.81,23.46,11.4,33.49
dd03f568,2025-03-24 18:46:38,72.64,25.15,38.51,8.44,43.56
5ccb9454,2025-03-24 18:46:09,38.28,24.88,22.93,7.28,23.78
ced61a54,2025-03-24 18:53:12,37.99,49.31,17.58,8.52,51.16
a9cf3871,2025-03-24 19:28:13,67.55,42.03,38.89,38.45,44.87
97164053,2025-03-24 18:50:21,66.04,31.24,45.95,35.36,25.54
b8e82167,2025-03-24 19:27:58,74.52,45.0,53.27,45.02,37.83
d4b4ed07,2025-03-24 19:08:24,41.4,50.72,28.59,14.95,47.21
4a1dc918,2025-03-24 19:10:38,38.35,64.76,27.1,48.21,31.64
936534c7,2025-03-24 19:26:22,36.81,24.29,59.53,40.69,21.06
c763a829,2025-03-24 19:11:11,76.01,42.94,38.13,21.17,23.63
c5e7ceaa,2025-03-24 18:48:36,65.25,21.83,39.08,25.43,25.48
cc07c778,2025-03-24 19:08:33,67.71,67.73,19.44,29.24,15.15
01ea7dd5,2025-03-24 19:14:24,74.12,36.78,40.23,20.64,42.48
936534c7,2025-03-24 19:00:00,31.72,57.02,42.87,25.06,15.31
f32ab4df,2025-03-24 19:14:46,54.9,56.57,28.95,15.58,25.72
3d13faa9,2025-03-24 19:27:12,59.21,20.21,59.18,9.05,16.92
9500e92b,2025-03-24 19:28:12,48.14,23.53,50.59,5.34,34.76
01ea7dd5,2025-03-24 18:57:44,34.72,60.17,55.22,43.92,37.44
5ccb9454,2025-03-24 19:02:14,42.33,44.93,35.66,17.21,42.05
4bc62d73,2025-03-24 18:48:39,69.29,35.21,27.44,6.56,53.83
bb27d3f9,2025-03-24 19:24:23,77.52,27.13,55.81,25.59,26.7
78ea41ca,2025-03-24 19:28:06,53.43,21.21,14.01,10.41,35.29
a9f8d8c9,2025-03-24 19:15:02,57.99,30.74,13.41,31.97,32.22
5ccb9454,2025-03-24 18:58:18,47.45,69.73,50.16,13.28,19.47
4c1646fc,2025-03-24 19:08:29,62.41,68.26,46.39,14.96,47.46
9fb4d034,2025-03-24 19:16:20,72.74,38.46,50.52,40.55,51.61
f12ce47f,2025-03-24 19:31:08,70.64,37.51,44.66,5.97,25.59
bb27d3f9,2025-03-24 19:09:12,58.25,66.33,26.41,34.49,39.06
9fb4d034,2025-03-24 19:26:13,54.69,50.8,25.02,46.13,45.42
b8e82167,2025-03-24 19:35:04,65.62,32.31,23.18,8.96,44.21
9a5e7a25,2025-03-24 18:49:00,51.48,58.75,21.69,48.85,31.83
c763a829,2025-03-24 19:02:16,69.63,62.99,52.01,24.49,16.68
58265ae3,2025-03-24 18:56:53,63.92,54.1,46.9,28.95,48.14
bb27d3f9,2025-03-24 18:51:07,41.49,30.68,41.5,39.77,24.89
7363f94b,2025-03-24 18:54:26,79.3,41.14,54.73,9.9,44.4
58265ae3,2025-03-24 19:19:34,54.47,51.52,13.93,6.95,42.17
a4f37be9,2025-03-24 19:13:32,42.09,30.73,10.06,42.91,31.7
dd03f568,2025-03-24 19:24:52,33.63,36.32,33.13,13.12,15.15
bb27d3f9,2025-03-24 18:49:09,79.63,36.16,49.71,35.96,47.19
88559e67,2025-03-24 19:14:03,62.74,43.87,22.9,29.59,16.74
d776f047,2025-03-24 19:08:06,72.74,21.62,41.58,27.17,23.13
5ccb9454,2025-03-24 19:01:09,40.77,38.95,35.49,33.7,21.89
9a5e7a25,2025-03-24 19:24:40,61.12,66.73,29.49,7.19,42.27
7b1fd6a4,2025-03-24 18:51:49,40.57,37.15,10.65,7.7,27.16
50b896fd,2025-03-24 19:04:05,30.33,46.36,42.38,15.0,44.54
58265ae3,2025-03-24 19:28:43,40.8,20.18,16.16,26.88,33.99
4c1646fc,2025-03-24 18:47:42,62.03,49.1,32.35,32.63,15.78
d776f047,2025-03-24 19:31:42,52.31,40.27,54.29,32.33,16.7
7b1fd6a4,2025-03-24 18:50:27,53.62,34.21,22.1,18.64,39.95
5c7cba20,2025-03-24 18:59:08,75.31,61.81,17.27,33.91,44.55
d776f047,2025-03-24 19:25:26,77.98,47.59,45.52,21.56,37.12
78ea41ca,2025-03-24 19:01:30,69.56,59.02,17.67,16.03,41.21
3d13faa9,2025-03-24 19:09:26,62.33,23.94,18.11,18.74,43.36
f9f37797,2025-03-24 19:03:47,45.55,61.96,39.75,48.87,19.12
f32ab4df,2025-03-24 19:13:02,47.99,59.91,30.61,13.42,32.15
88559e67,2025-03-24 19:16:26,38.17,30.1,35.14,32.8,52.34
4c1646fc,2025-03-24 19:31:47,73.98,59.73,45.45,21.61,28.48
78ea41ca,2025-03-24 18:49:03,67.17,43.35,32.75,38.73,16.48
548859c2,2025-03-24 18:55:48,53.47,51.33,17.44,16.45,16.86
cc07c778,2025-03-24 19:32:16,78.54,62.25,48.08,21.15,32.85
4a1dc918,2025-03-24 19:17:38,74.35,65.95,43.68,47.73,35.27
ec8c1b9f,2025-03-24 19:02:49,65.89,47.22,20.99,10.05,30.72
96ddd082,2025-03-24 19:28:58,67.07,29.49,48.81,33.96,26.33
4bc62d73,2025-03-24 18:53:06,49.32,50.91,30.48,18.09,48.9
b8e82167,2025-03-24 19:28:42,79.2,53.93,33.31,27.16,17.44
4a1dc918,2025-03-24 18:48:51,61.65,40.12,50.68,26.88,43.68
97164053,2025-03-24 19:13:17,58.79,66.25,38.8,46.12,48.75
ced61a54,2025-03-24 19:17:32,57.72,31.23,48.38,10.07,40.92
d4b4ed07,2025-03-24 18:46:29,75.76,68.75,15.46,16.26,32.69
7b1fd6a4,2025-03-24 19:17:04,46.37,61.06,16.88,20.93,49.58
9fb4d034,2025-03-24 18:58:41,37.43,46.38,42.47,8.05,28.8
d776f047,2025-03-24 18:50:25,51.49,26.99,35.49,27.83,50.04
7363f94b,2025-03-24 19:23:58,79.62,41.38,24.25,45.03,38.68
475b382e,2025-03-24 18:55:16,49.36,20.43,53.09,10.77,42.22
866b55d3,2025-03-24 19:18:02,35.26,30.81,17.24,29.79,54.23
d4d69118,2025-03-24 19:20:47,50.77,23.71,42.57,21.59,35.23
548859c2,2025-03-24 19:28:27,46.89,45.83,24.23,17.28,25.62
866b55d3,2025-03-24 18:56:52,34.56,39.08,15.47,5.3,28.28
88559e67,2025-03-24 19:22:23,71.94,44.0,55.27,12.34,20.07
4a1dc918,2025-03-24 19:07:14,71.28,33.55,41.97,32.82,41.4
88559e67,2025-03-24 19:23:36,54.42,28.91,51.53,10.57,47.57
3d13faa9,2025-03-24 19:28:40,37.05,62.27,58.2,18.03,16.7
c763a829,2025-03-24 19:30:40,71.28,57.15,30.86,26.01,17.79
b9134cc9,2025-03-24 19:10:33,77.51,49.58,21.94,26.16,36.75
dd03f568,2025-03-24 18:55:56,74.66,53.12,36.08,12.48,39.84
9a5e7a25,2025-03-24 19:23:06,62.87,42.98,11.73,39.64,31.19
a9cf3871,2025-03-24 19:27:04,49.89,33.23,34.07,27.02,18.7
c5e7ceaa,2025-03-24 19:02:03,50.88,52.41,41.5,33.59,47.01
c5e7ceaa,2025-03-24 19:24:04,62.38,47.16,17.71,29.04,24.5
b6edafc5,2025-03-24 19:09:43,75.16,41.44,39.54,6.35,54.55
01ea7dd5,2025-03-24 19:18:58,60.06,61.08,41.73,42.92,48.25
f32ab4df,2025-03-24 18:59:39,62.49,52.51,14.22,8.88,49.2
f9f37797,2025-03-24 18:49:05,70.42,34.19,52.2,15.55,35.59
5c7cba20,2025-03-24 19:23:50,54.49,39.71,59.47,30.39,26.29
ec8c1b9f,2025-03-24 18:46:38,61.02,53.52,22.4,11.01,50.12
01ea7dd5,2025-03-24 19:09:57,44.45,54.69,13.45,11.04,28.47
dd03f568,2025-03-24 19:28:03,57.67,53.03,47.77,13.05,31.59
114ee19f,2025-03-24 19:33:14,73.87,21.62,37.26,31.13,36.52
9a5e7a25,2025-03-24 19:22:46,36.08,52.12,45.64,8.32,36.3
a9f8d8c9,2025-03-24 19:24:36,51.04,29.96,30.28,5.62,51.93
78ea41ca,2025-03-24 18:58:27,45.15,65.96,15.8,21.39,22.09
9a5e7a25,2025-03-24 18:57:57,62.75,65.36,27.57,27.58,31.38
6bf3f07f,2025-03-24 18:56:25,69.03,22.5,10.84,37.34,50.4
5ccb9454,2025-03-24 18:47:45,44.08,33.06,47.46,45.79,33.08
d776f047,2025-03-24 19:05:56,66.49,24.6,30.53,19.24,32.31
97164053,2025-03-24 19:18:42,74.86,32.33,32.94,17.3,36.97
01ea7dd5,2025-03-24 19:32:16,48.37,34.97,26.1,17.71,36.51
430376af,2025-03-24 19:21:50,74.39,64.8,24.61,40.39,27.95
b6edafc5,2025-03-24 19:01:33,48.5,37.1,58.85,39.62,27.09
475b382e,2025-03-24 18:46:49,31.57,29.9,17.03,24.06,34.33
4c1646fc,2025-03-24 19:29:20,39.23,50.84,36.28,23.3,22.4
9fb4d034,2025-03-24 19:19:08,49.15,67.08,22.68,43.32,42.74
cc07c778,2025-03-24 19:24:03,69.31,53.38,33.74,26.62,20.56
461dbbc4,2025-03-24 19:04:02,77.66,33.15,39.89,12.77,37.99
c763a829,2025-03-24 19:16:13,54.88,58.17,50.24,21.66,21.72
c763a829,2025-03-24 19:01:43,57.47,48.85,45.97,10.94,36.08
5ccb9454,2025-03-24 19:23:39,56.38,62.84,14.7,32.13,28.21
01ea7dd5,2025-03-24 19:26:32,38.43,52.24,23.92,23.71,16.9
ece85c9e,2025-03-24 19:31:24,43.55,36.44,27.54,6.37,15.86
3d13faa9,2025-03-24 18:55:49,72.71,50.72,33.24,26.6,15.36
b8e82167,2025-03-24 19:09:48,72.27,25.29,58.49,42.07,37.67
430376af,2025-03-24 19:00:34,61.2,60.63,39.4,35.79,20.61
d4b4ed07,2025-03-24 18:52:48,37.7,41.1,12.45,13.02,19.48
a9f8d8c9,2025-03-24 19:19:18,77.67,38.84,10.08,14.06,54.32
6bf3f07f,2025-03-24 18:47:33,63.45,30.64,54.76,24.93,50.69
f12ce47f,2025-03-24 19:26:42,30.17,65.26,52.33,37.43,22.24
c5e7ceaa,2025-03-24 18:50:19,79.38,39.53,27.66,5.2,45.85
96ddd082,2025-03-24 18:59:16,54.05,30.56,50.99,45.72,54.34
430376af,2025-03-24 19:26:38,31.25,22.54,46.92,49.43,31.47
4c1646fc,2025-03-24 19:01:49,61.47,36.33,17.18,45.55,53.17
7363f94b,2025-03-24 19:07:03,63.48,20.36,28.57,9.1,51.76
9500e92b,2025-03-24 19:05:31,50.89,32.17,58.39,43.62,18.74
a4f37be9,2025-03-24 19:00:43,36.05,58.8,55.21,15.37,18.52
c68eac0d,2025-03-24 19:21:37,62.99,49.46,29.2,45.04,22.65
88559e67,2025-03-24 19:18:24,66.6,50.67,36.41,11.76,31.31
c763a829,2025-03-24 19:01:49,79.05,63.24,47.54,8.71,35.63
c763a829,2025-03-24 19:03:44,52.9,68.71,18.4,6.94,54.19
d4b4ed07,2025-03-24 19:23:34,67.7,53.57,18.37,31.59,26.39
812ad33f,2025-03-24 19:06:41,60.72,55.38,30.15,28.88,23.96
a9f8d8c9,2025-03-24 19:22:45,62.14,54.42,47.99,5.85,40.97
475b382e,2025-03-24 19:21:34,52.27,53.2,27.36,35.08,39.09
4a1dc918,2025-03-24 19:21:28,48.15,53.51,19.1,48.24,42.44
548859c2,2025-03-24 18:57:55,69.43,46.12,52.76,22.92,47.83
5ccb9454,2025-03-24 18:50:19,75.88,64.09,13.38,49.07,19.99
4c1646fc,2025-03-24 19:21:25,59.34,31.69,31.29,43.81,39.82
7b1fd6a4,2025-03-24 18:56:23,52.2,51.21,26.19,41.09,42.14
cc07c778,2025-03-24 18:52:46,72.77,33.7,58.42,32.88,50.32
f32ab4df,2025-03-24 19:23:27,56.62,37.67,37.42,23.91,29.98
5ccb9454,2025-03-24 18:56:02,44.56,57.9,48.68,13.28,52.24
f12ce47f,2025-03-24 19:20:29,71.42,35.51,47.52,43.05,42.94
f32ab4df,2025-03-24 19:03:18,67.54,65.49,15.64,47.05,18.33
ec8c1b9f,2025-03-24 18:53:04,49.62,34.12,14.13,19.1,52.39
430376af,2025-03-24 19:00:24,44.4,49.61,43.68,21.44,26.83
9fb4d034,2025-03-24 19:10:42,69.27,29.68,46.25,7.78,27.58
a4f37be9,2025-03-24 19:12:15,48.74,32.86,30.98,15.04,23.27
114ee19f,2025-03-24 19:00:08,67.86,20.67,42.08,13.98,25.96
6bf3f07f,2025-03-24 18:54:40,73.87,64.71,44.21,41.48,16.62
6bf3f07f,2025-03-24 19:15:45,68.83,53.01,19.8,15.86,29.48
bb27d3f9,2025-03-24 18:49:12,52.13,32.58,10.24,8.25,36.56
430376af,2025-03-24 18:57:58,39.87,28.98,26.96,47.83,45.31
812ad33f,2025-03-24 19:30:35,65.9,42.48,45.86,22.08,53.33
9a5e7a25,2025-03-24 19:00:21,43.12,47.82,57.3,10.34,30.17
78ea41ca,2025-03-24 19:03:49,68.17,68.3,25.98,28.31,17.09
f12ce47f,2025-03-24 18:49:23,34.14,56.96,57.54,10.27,25.78
936534c7,2025-03-24 19:06:36,38.35,52.51,32.22,42.76,53.9
c763a829,2025-03-24 19:25:27,56.63,46.76,36.52,23.19,19.01
c763a829,2025-03-24 18:59:12,37.47,45.27,39.47,32.03,24.66
58265ae3,2025-03-24 19:34:15,45.24,39.68,17.05,41.23,33.69
9a5e7a25,2025-03-24 19:35:44,45.55,43.99,41.04,26.83,19.82
9fb4d034,2025-03-24 19:15:36,78.79,38.38,55.3,47.25,44.37
c5e7ceaa,2025-03-24 19:24:30,31.99,46.66,42.3,41.76,31.89
866b55d3,2025-03-24 19:25:46,70.42,60.47,48.21,32.11,54.93
461dbbc4,2025-03-24 19:12:53,68.61,40.42,10.12,40.21,46.87
a9cf3871,2025-03-24 18:55:57,52.92,66.66,41.39,38.79,54.53
430376af,2025-03-24 19:11:56,79.22,25.11,15.7,39.61,31.34
c68eac0d,2025-03-24 19:32:10,63.47,68.16,13.08,21.96,51.13
5ccb9454,2025-03-24 19:11:22,57.57,66.62,51.76,18.91,23.29
4c1646fc,2025-03-24 19:26:08,65.37,58.02,18.74,27.11,53.09
96ddd082,2025-03-24 19:01:30,57.32,63.26,48.79,48.64,54.52
58265ae3,2025-03-24 19:20:34,72.53,44.17,20.49,46.53,15.49
4bc62d73,2025-03-24 19:22:48,56.28,27.78,53.52,5.97,25.37
475b382e,2025-03-24 18:58:30,58.53,29.55,57.15,8.01,31.14
c5e7ceaa,2025-03-24 19:24:07,66.62,23.1,40.22,11.12,40.6
548859c2,2025-03-24 19:19:39,30.57,58.12,26.99,14.44,26.16
58265ae3,2025-03-24 18:45:58,40.55,63.48,40.62,8.39,30.75
6a2c7a71,2025-03-24 19:20:26,52.33,25.75,43.47,31.04,18.84
c68eac0d,2025-03-24 19:28:15,42.81,21.56,39.52,38.56,21.53
9500e92b,2025-03-24 18:51:04,70.92,32.8,20.14,48.95,33.03
d4d69118,2025-03-24 19:06:25,32.48,27.07,41.58,21.31,38.97
548859c2,2025-03-24 19:02:52,65.16,54.65,15.76,49.02,51.06
4a1dc918,2025-03-24 19:30:44,58.07,64.18,46.73,44.44,25.3
bb27d3f9,2025-03-24 19:11:53,39.18,50.29,22.76,43.35,31.13
78ea41ca,2025-03-24 19:22:09,34.87,56.77,55.53,21.35,27.86
777c05cb,2025-03-24 18:49:19,57.91,47.58,59.99,33.25,24.82
b9134cc9,2025-03-24 18:58:30,59.91,38.88,31.71,35.57,39.74
b8e82167,2025-03-24 19:23:34,74.7,62.95,37.81,22.74,15.03
f12ce47f,2025-03-24 19:34:57,66.77,28.24,14.92,9.05,46.9
a4f37be9,2025-03-24 18:59:31,56.11,30.35,51.57,10.39,19.35
114ee19f,2025-03-24 19:00:02,45.37,45.61,35.37,13.51,52.31
9fb4d034,2025-03-24 19:19:31,78.93,32.73,41.37,46.81,27.63
b6edafc5,2025-03-24 18:51:55,34.08,36.92,23.89,10.91,25.99
ec8c1b9f,2025-03-24 19:06:10,54.55,55.81,35.63,45.92,43.73
d4b4ed07,2025-03-24 18:46:53,54.82,53.73,29.73,44.44,48.89
548859c2,2025-03-24 19:27:10,50.85,42.15,10.75,23.1,18.06
430376af,2025-03-24 19:03:09,56.63,37.7,22.36,20.72,54.93
461dbbc4,2025-03-24 19:06:12,55.38,54.43,30.33,15.59,26.74
50b896fd,2025-03-24 19:23:39,49.41,22.09,17.91,17.54,15.64
7363f94b,2025-03-24 19:30:58,78.1,68.02,24.36,5.4,42.7
78ea41ca,2025-03-24 18:58:45,45.0,67.67,25.8,47.83,36.55
7363f94b,2025-03-24 19:09:39,51.62,51.54,24.69,24.43,15.37
9fb4d034,2025-03-24 19:27:54,69.61,26.66,10.57,30.88,17.37
c763a829,2025-03-24 19:22:58,49.78,43.71,30.56,9.98,28.54
c763a829,2025-03-24 19:10:27,55.38,69.99,12.57,42.05,46.92
96ddd082,2025-03-24 18:46:59,77.8,66.56,19.99,33.36,35.34
9500e92b,2025-03-24 18:57:06,61.83,53.03,52.96,5.87,46.79
936534c7,2025-03-24 18:57:45,63.53,22.45,43.3,10.0,30.83
f32ab4df,2025-03-24 19:35:08,58.59,66.03,20.06,13.78,39.36
dd03f568,2025-03-24 19:32:32,77.21,42.54,28.89,6.61,20.28
50b896fd,2025-03-24 19:00:17,72.86,65.86,50.61,46.32,25.39
4a1dc918,2025-03-24 19:32:55,42.47,61.82,48.28,22.9,22.27
d4b4ed07,2025-03-24 19:30:37,42.34,20.61,57.79,43.81,22.43
7b1fd6a4,2025-03-24 19:05:05,71.33,39.58,19.71,16.73,42.02
4c1646fc,2025-03-24 19:02:06,79.42,61.56,11.02,22.84,25.72
c763a829,2025-03-24 19:10:43,74.95,37.85,34.45,28.82,52.97
4c1646fc,2025-03-24 19:02:02,51.02,27.91,16.58,28.54,46.25
cc07c778,2025-03-24 19:00:36,31.87,64.24,35.48,14.21,48.47
114ee19f,2025-03-24 19:25:31,71.55,31.57,25.89,48.77,33.33
3d13faa9,2025-03-24 19:23:08,37.5,37.19,11.21,16.46,20.85
7363f94b,2025-03-24 19:18:22,73.31,46.24,46.46,42.51,26.93
d4d69118,2025-03-24 19:06:23,33.74,69.71,28.48,32.47,47.28
9500e92b,2025-03-24 19:07:28,73.06,33.96,34.71,5.17,16.54
461dbbc4,2025-03-24 19:00:55,66.97,38.0,16.2,49.39,50.97
88559e67,2025-03-24 19:28:50,67.42,43.13,17.7,48.3,54.85
88559e67,2025-03-24 18:57:41,36.64,52.94,25.81,18.13,17.15
548859c2,2025-03-24 18:56:26,53.57,44.45,12.48,23.24,30.75
97164053,2025-03-24 19:12:41,77.39,67.65,10.25,10.7,15.26
d4d69118,2025-03-24 18:45:47,74.94,24.97,48.84,28.45,53.58
50b896fd,2025-03-24 19:04:15,34.53,42.05,21.1,22.47,50.72
a4f37be9,2025-03-24 19:09:02,46.75,24.28,26.42,36.38,29.69
114ee19f,2025-03-24 19:08:06,45.9,50.44,58.72,8.3,18.84
b8e82167,2025-03-24 19:03:04,39.26,58.96,17.28,40.0,33.9
58265ae3,2025-03-24 19:08:54,31.68,56.81,25.21,6.64,42.79
a4f37be9,2025-03-24 19:13:56,49.01,49.02,54.58,11.34,19.5
475b382e,2025-03-24 18:51:48,56.01,32.12,39.0,23.75,18.66
a9cf3871,2025-03-24 18:45:49,77.59,35.02,50.36,22.33,32.95
f32ab4df,2025-03-24 19:23:25,39.67,50.71,47.04,10.79,48.85
bb27d3f9,2025-03-24 18:56:10,38.49,32.7,43.85,33.69,40.82
777c05cb,2025-03-24 19:20:31,56.03,39.42,14.99,24.22,45.48
c763a829,2025-03-24 18:55:03,78.73,60.96,22.76,27.03,44.97
4c1646fc,2025-03-24 19:07:10,70.48,69.17,12.26,31.43,48.08
4a1dc918,2025-03-24 19:17:13,32.32,69.54,36.8,30.79,18.66
78ea41ca,2025-03-24 19:27:11,39.8,23.28,34.75,28.12,50.93
88559e67,2025-03-24 19:07:04,34.91,36.08,41.67,23.93,53.71
475b382e,2025-03-24 19:06:06,74.71,50.31,47.82,23.22,49.84
ced61a54,2025-03-24 18:57:13,44.14,30.12,14.23,26.14,43.5
9a5e7a25,2025-03-24 19:24:41,54.96,49.85,20.42,30.3,40.01
ced61a54,2025-03-24 19:31:37,48.98,37.01,20.77,34.61,48.57
58265ae3,2025-03-24 18:51:37,37.39,20.8,20.84,48.22,33.31
c5e7ceaa,2025-03-24 19:03:38,50.1,28.78,17.0,43.04,26.95
d4b4ed07,2025-03-24 19:15:14,53.73,22.85,34.23,19.02,51.74
4c1646fc,2025-03-24 18:51:23,31.68,57.57,28.62,13.31,49.69
50b896fd,2025-03-24 19:28:07,77.55,26.41,59.35,10.77,43.67
7b1fd6a4,2025-03-24 19:25:07,58.52,48.73,27.22,23.96,23.23
bb27d3f9,2025-03-24 19:11:07,74.68,61.18,29.69,15.54,37.03
d4b4ed07,2025-03-24 18:52:07,67.43,44.86,19.86,37.13,51.18
b9134cc9,2025-03-24 19:12:54,72.89,43.0,54.94,39.3,46.22
9a5e7a25,2025-03-24 19:05:51,63.02,68.9,48.84,36.39,15.97
5ccb9454,2025-03-24 19:17:17,53.2,38.79,58.67,16.71,29.19
78ea41ca,2025-03-24 18:59:20,78.29,53.35,56.29,28.43,15.7
c68eac0d,2025-03-24 19:02:40,41.65,26.62,35.4,41.72,34.0
b6edafc5,2025-03-24 18:51:41,63.11,35.43,19.85,43.77,17.45
ec8c1b9f,2025-03-24 18:48:52,49.05,21.24,46.96,36.36,16.2
ced61a54,2025-03-24 19:35:32,55.92,62.26,55.36,24.84,33.87
7363f94b,2025-03-24 19:27:44,45.91,58.16,10.91,21.64,17.07
f12ce47f,2025-03-24 19:02:18,35.88,54.83,37.95,29.24,28.32
d4b4ed07,2025-03-24 18:45:56,62.45,26.03,44.53,37.51,40.29
c68eac0d,2025-03-24 19:17:13,30.15,43.47,12.56,47.92,26.48
430376af,2025-03-24 19:26:12,62.76,59.73,11.58,46.15,37.42
5ccb9454,2025-03-24 19:07:15,73.88,56.17,26.49,47.63,44.74
c68eac0d,2025-03-24 19:06:48,65.33,61.42,36.67,38.6,15.79
9500e92b,2025-03-24 19:11:37,46.66,69.46,42.43,9.87,35.16
4c1646fc,2025-03-24 19:19:58,70.86,28.54,10.5,46.36,52.22
b9134cc9,2025-03-24 19:18:19,32.09,48.15,38.76,10.42,19.71
461dbbc4,2025-03-24 19:20:32,68.41,66.88,33.97,35.72,47.43
461dbbc4,2025-03-24 19:23:41,55.71,20.03,43.66,14.76,22.86
f12ce47f,2025-03-24 19:14:51,31.1,36.61,32.49,9.73,41.62
d776f047,2025-03-24 19:14:48,45.47,47.04,39.09,36.59,16.69
a9f8d8c9,2025-03-24 19:15:24,69.34,37.81,34.51,32.73,31.08
ced61a54,2025-03-24 19:34:20,72.66,66.87,45.49,29.81,23.92
4a1dc918,2025-03-24 19:09:37,47.68,57.02,39.89,44.54,53.96
4bc62d73,2025-03-24 19:32:34,32.4,36.58,19.24,17.51,54.72
d776f047,2025-03-24 19:15:43,54.99,28.23,22.52,39.76,23.5
c5e7ceaa,2025-03-24 19:03:48,51.39,66.34,19.34,17.32,16.24
d4d69118,2025-03-24 19:28:18,41.22,67.79,33.42,22.09,25.1
96ddd082,2025-03-24 19:19:26,72.14,33.96,20.73,28.5,16.36
b8e82167,2025-03-24 19:05:50,66.17,61.32,41.14,23.52,17.49
78ea41ca,2025-03-24 18:46:54,78.26,23.7,46.65,15.8,21.95
ece85c9e,2025-03-24 19:23:43,75.71,69.75,37.91,48.72,38.52
3d13faa9,2025-03-24 18:54:00,69.25,40.3,59.77,27.74,40.36
d4d69118,2025-03-24 19:19:31,61.56,57.55,28.69,12.9,28.12
777c05cb,2025-03-24 19:01:59,44.79,20.88,42.35,13.01,48.73
b6edafc5,2025-03-24 18:56:04,36.49,65.82,55.18,11.06,52.18
78ea41ca,2025-03-24 19:02:58,69.48,44.22,25.83,38.99,22.9
c5e7ceaa,2025-03-24 19:24:22,48.18,26.35,19.39,18.54,31.01
dd03f568,2025-03-24 19:13:59,45.96,68.85,29.07,16.49,41.25
f32ab4df,2025-03-24 19:28:09,73.0,41.8,24.46,42.08,47.6
